type,elevation_ft,iata_code
heliport,6893,NA
heliport,8005,NA
heliport,5082,NA
closed,5607,NA
heliport,3201,NA
heliport,5087,NA
closed,1191,NA
heliport,584,NA
heliport,1818,NA
closed,2029,NA
closed,2583,NA
closed,2704,NA
seaplane_base,NA,NA
closed,490,NA
small_airport,49,NA
closed,88,NA
small_airport,171,NA
seaplane_base,15,NA
heliport,59,NA
heliport,82,NA
heliport,114,NA
heliport,4,NA
small_airport,25,NA
closed,419,NA
heliport,764,NA
heliport,4386,NA
heliport,NA,NA
heliport,1082,NA
heliport,NA,NA
heliport,NA,NA
heliport,633,NA
heliport,633,NA
heliport,477,NA
heliport,530,NA
heliport,66,NA
heliport,3707,NA
heliport,2943,NA
closed,4993,NA
small_airport,1458,NA
heliport,2956,NA
heliport,385,NA
closed,682,NA
closed,735,NA
closed,735,NA
closed,955,NA
closed,113,NA
closed,489,NA
closed,419,NA
closed,97,NA
closed,6598,NA
closed,5110,NA
closed,304,NA
heliport,474,NA
heliport,456,NA
heliport,544,NA
heliport,498,NA
heliport,543,NA
heliport,504,NA
heliport,504,NA
closed,3898,NA
heliport,4,NA
heliport,600,NA
heliport,1227,NA
small_airport,920,NA
heliport,1397,NA
small_airport,3000,NA
closed,430,NA
heliport,434,NA
small_airport,330,NA
small_airport,727,NA
small_airport,4774,NA
closed,3392,NA
small_airport,4140,NA
small_airport,5860,NA
small_airport,5243,NA
small_airport,5302,NA
small_airport,7536,NA
small_airport,4469,NA
small_airport,10,NA
small_airport,3898,NA
small_airport,3980,NA
small_airport,5240,NA
small_airport,3706,NA
small_airport,890,NA
small_airport,1060,NA
small_airport,4494,NA
small_airport,2106,NA
small_airport,6919,NA
small_airport,7602,NA
small_airport,1903,NA
heliport,51,NA
closed,2677,NA
closed,252,NA
closed,43,NA
closed,31,NA
closed,97,NA
closed,241,NA
closed,26,NA
closed,344,NA
closed,637,NA
small_airport,522,NA
small_airport,489,NA
closed,296,NA
closed,863,NA
closed,863,NA
closed,390,NA
closed,587,NA
heliport,NA,NA
heliport,23,NA
heliport,781,NA
heliport,993,NA
heliport,676,NA
heliport,1757,NA
heliport,6089,NA
heliport,1040,NA
heliport,1241,NA
seaplane_base,120,NA
heliport,3235,NA
heliport,3796,NA
closed,21,NA
closed,7267,NA
closed,5104,NA
closed,5048,NA
closed,50,NA
closed,4196,NA
closed,4111,NA
closed,252,NA
heliport,NA,NA
closed,381,NA
closed,764,NA
heliport,2769,NA
small_airport,1529,NA
closed,689,NA
closed,769,NA
closed,801,NA
small_airport,6994,NA
heliport,420,NA
small_airport,2271,NA
small_airport,2169,NA
closed,3181,NA
small_airport,2983,NA
closed,3215,NA
closed,4132,NA
closed,4685,NA
small_airport,4837,NA
small_airport,3926,NA
closed,3454,NA
closed,3142,NA
closed,3648,NA
closed,3831,NA
closed,4032,NA
closed,4154,NA
closed,4130,NA
closed,4790,NA
small_airport,6447,NA
small_airport,4591,NA
small_airport,6028,NA
closed,5198,NA
heliport,2539,NA
closed,1302,NA
closed,1329,NA
closed,2564,NA
closed,249,NA
closed,270,NA
closed,673,NA
closed,3063,NA
small_airport,3614,NA
small_airport,3420,NA
closed,2888,NA
closed,1014,NA
closed,1177,NA
closed,1237,NA
closed,1171,NA
closed,1132,NA
closed,648,NA
small_airport,2067,NA
small_airport,2424,NA
small_airport,462,NA
closed,4904,NA
small_airport,5883,NA
closed,6010,NA
closed,6921,NA
closed,6876,NA
closed,815,NA
closed,778,NA
small_airport,1556,NA
closed,1605,NA
closed,1558,NA
small_airport,1171,NA
closed,1194,NA
closed,1247,NA
closed,1084,NA
small_airport,948,NA
closed,2821,NA
closed,2827,NA
small_airport,164,NA
small_airport,318,NA
small_airport,325,NA
small_airport,1520,NA
heliport,79,NA
closed,632,NA
closed,NA,NA
closed,50,NA
closed,494,NA
closed,2930,NA
closed,3154,NA
closed,466,NA
closed,987,NA
closed,2535,NA
heliport,537,NA
heliport,398,NA
heliport,543,NA
heliport,410,NA
heliport,407,NA
heliport,407,NA
closed,1190,NA
closed,1451,NA
closed,1452,NA
closed,207,NA
closed,-16,NA
closed,-223,NA
closed,456,NA
closed,525,NA
closed,5076,NA
closed,148,NA
closed,423,NA
closed,361,NA
closed,4387,NA
closed,197,NA
closed,1530,NA
closed,754,NA
closed,2922,NA
closed,508,NA
closed,141,NA
closed,1627,NA
closed,NA,NA
closed,NA,NA
closed,18,NA
closed,899,NA
heliport,746,NA
small_airport,271,NA
closed,865,NA
closed,2152,NA
closed,2099,NA
closed,2163,NA
heliport,799,NA
small_airport,2992,NA
small_airport,2897,NA
small_airport,2858,NA
small_airport,2851,NA
closed,2011,NA
small_airport,2176,NA
small_airport,593,NA
small_airport,581,NA
closed,9,NA
closed,6,NA
closed,6,NA
closed,2,NA
small_airport,3582,NA
closed,2210,NA
closed,999,NA
closed,4788,NA
closed,4788,NA
small_airport,2466,NA
closed,2100,NA
closed,3506,NA
closed,2566,NA
closed,3399,NA
closed,670,NA
closed,4009,NA
closed,624,NA
heliport,4415,NA
closed,1272,NA
closed,1341,NA
heliport,5517,NA
heliport,5542,NA
closed,1383,NA
closed,572,NA
small_airport,365,NA
closed,1962,NA
closed,78,NA
closed,4009,NA
closed,665,NA
closed,338,NA
closed,3678,NA
closed,84,NA
closed,21,NA
closed,152,NA
closed,66,NA
small_airport,7,NA
small_airport,781,NA
small_airport,738,NA
closed,1418,NA
closed,3724,NA
closed,5430,NA
closed,55,NA
closed,781,NA
closed,758,NA
closed,577,NA
closed,59,NA
closed,535,NA
closed,522,NA
closed,525,NA
balloonport,5075,NA
heliport,125,NA
closed,195,NA
closed,219,NA
closed,958,NA
small_airport,8420,NA
closed,3,NA
closed,2981,NA
small_airport,4927,NA
closed,209,NA
closed,218,NA
closed,620,NA
closed,604,NA
closed,19,NA
closed,766,NA
closed,281,NA
closed,279,NA
closed,245,NA
closed,299,NA
closed,308,NA
closed,354,NA
closed,354,NA
closed,378,NA
closed,260,NA
closed,5240,NA
closed,207,NA
small_airport,1594,NA
closed,2245,NA
closed,1773,NA
small_airport,2986,NA
closed,890,NA
closed,997,NA
closed,906,NA
closed,666,NA
closed,820,NA
closed,810,NA
closed,276,NA
closed,390,NA
closed,535,NA
closed,433,NA
closed,417,NA
closed,495,NA
closed,548,NA
closed,2785,NA
heliport,5266,NA
closed,1020,NA
closed,584,NA
closed,4141,NA
small_airport,3969,NA
closed,358,NA
small_airport,2141,NA
closed,1773,NA
small_airport,2644,NA
heliport,3469,NA
closed,297,NA
closed,325,NA
heliport,1434,NA
heliport,1430,NA
heliport,604,NA
heliport,1020,NA
heliport,320,NA
heliport,346,NA
heliport,782,NA
closed,5511,NA
small_airport,1974,NA
small_airport,5778,NA
closed,4609,NA
closed,4380,NA
closed,4649,NA
closed,4863,NA
closed,4538,NA
small_airport,1650,NA
closed,4016,NA
closed,4281,NA
closed,2595,NA
closed,6234,NA
small_airport,691,NA
closed,1892,NA
small_airport,595,NA
closed,2615,NA
closed,10002,NA
closed,6947,NA
small_airport,4324,NA
closed,3710,NA
closed,2439,NA
closed,3888,NA
closed,3642,NA
heliport,NA,NA
heliport,2770,NA
closed,217,NA
closed,525,NA
small_airport,1296,NA
small_airport,230,NA
closed,228,NA
closed,109,NA
small_airport,148,NA
closed,177,NA
closed,184,NA
closed,107,NA
closed,4257,NA
closed,4587,NA
closed,450,NA
small_airport,1414,NA
heliport,984,NA
closed,240,NA
closed,6708,NA
closed,14,NA
closed,751,NA
closed,3566,NA
closed,3705,NA
heliport,3432,NA
heliport,3501,NA
closed,3580,NA
heliport,2699,NA
closed,2539,NA
closed,4553,NA
small_airport,472,NA
heliport,6834,NA
heliport,7848,NA
heliport,7615,NA
closed,338,NA
small_airport,486,NA
closed,445,NA
small_airport,827,NA
small_airport,1135,NA
small_airport,694,NA
closed,3980,NA
closed,5105,NA
small_airport,2502,NA
small_airport,2192,NA
closed,2326,NA
small_airport,1483,NA
small_airport,1342,NA
heliport,202,NA
heliport,NA,NA
closed,160,NA
closed,38,NA
closed,37,NA
heliport,NA,NA
heliport,240,NA
heliport,500,NA
heliport,500,NA
heliport,872,NA
closed,111,NA
heliport,NA,NA
heliport,68,NA
heliport,988,NA
heliport,16,NA
heliport,22,NA
closed,103,NA
closed,744,NA
heliport,408,NA
heliport,5440,NA
heliport,625,NA
small_airport,831,NA
small_airport,1677,NA
heliport,844,NA
small_airport,8,NA
heliport,770,NA
small_airport,706,NA
small_airport,321,NA
closed,NA,NA
closed,902,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,33,NA
heliport,72,NA
closed,NA,NA
closed,539,NA
closed,183,NA
small_airport,5535,NA
closed,592,NA
small_airport,674,NA
closed,609,NA
closed,956,NA
small_airport,6136,NA
closed,946,NA
closed,4596,NA
small_airport,4204,NA
heliport,2318,NA
small_airport,3987,NA
closed,4506,NA
closed,681,NA
small_airport,673,NA
closed,NA,NA
closed,NA,NA
closed,685,NA
closed,798,NA
closed,556,NA
small_airport,3270,NA
closed,796,NA
closed,520,NA
small_airport,1969,NA
closed,496,NA
closed,748,NA
closed,151,NA
closed,193,NA
small_airport,749,NA
closed,5935,NA
closed,602,NA
heliport,857,NA
closed,2597,NA
closed,15,NA
closed,NA,NA
closed,54,NA
closed,449,NA
closed,224,NA
closed,65,NA
closed,128,NA
closed,69,NA
closed,161,NA
small_airport,316,NA
closed,21,NA
closed,81,NA
closed,184,NA
closed,387,NA
small_airport,1760,NA
small_airport,269,NA
small_airport,272,NA
closed,835,NA
small_airport,723,NA
closed,1350,NA
closed,1379,NA
small_airport,716,NA
closed,24,NA
small_airport,593,NA
small_airport,784,NA
closed,491,NA
closed,471,NA
closed,487,NA
closed,552,NA
closed,955,NA
small_airport,1289,NA
heliport,2759,NA
small_airport,2800,NA
small_airport,1804,NA
small_airport,3260,NA
small_airport,2820,NA
small_airport,1043,NA
heliport,1004,NA
closed,9,NA
closed,1178,NA
small_airport,2114,NA
small_airport,2054,NA
heliport,320,NA
heliport,361,NA
small_airport,333,NA
closed,7,NA
closed,151,NA
heliport,4977,NA
heliport,5945,NA
closed,12,NA
small_airport,NA,NA
closed,NA,NA
small_airport,2221,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,4194,NA
small_airport,NA,NA
closed,493,NA
closed,NA,NA
small_airport,8208,NA
closed,6233,NA
closed,2509,NA
closed,604,NA
closed,617,NA
heliport,NA,NA
heliport,12,NA
heliport,23,NA
closed,3920,NA
heliport,2844,NA
small_airport,NA,NA
heliport,NA,NA
heliport,3971,NA
heliport,998,NA
heliport,NA,NA
small_airport,131,NA
small_airport,62,NA
heliport,6494,NA
seaplane_base,NA,NA
heliport,42,NA
heliport,19,NA
heliport,118,NA
heliport,48,NA
closed,1985,NA
closed,1194,NA
closed,159,NA
small_airport,1358,NA
closed,724,NA
closed,2125,NA
closed,1342,NA
closed,1119,NA
small_airport,489,NA
small_airport,5096,NA
closed,2883,NA
closed,4822,NA
closed,4852,NA
heliport,4615,NA
heliport,4012,NA
small_airport,18,NA
small_airport,2371,NA
small_airport,2734,NA
closed,289,NA
closed,248,NA
closed,377,NA
closed,246,NA
closed,224,NA
heliport,NA,NA
closed,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
closed,3551,NA
closed,404,NA
closed,715,NA
heliport,28,NA
heliport,17,NA
closed,NA,NA
heliport,62,NA
closed,1358,NA
closed,NA,NA
small_airport,570,NA
small_airport,NA,NA
heliport,NA,NA
heliport,8,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,984,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,17,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,1775,NA
small_airport,3711,NA
small_airport,1634,NA
small_airport,4250,NA
small_airport,1890,NA
small_airport,1890,NA
closed,1621,NA
small_airport,1716,NA
heliport,1000,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,8050,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,5357,NA
small_airport,NA,NA
small_airport,8262,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,4050,NA
small_airport,1185,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,5495,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,5886,NA
small_airport,4181,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,5052,NA
small_airport,5228,NA
small_airport,5909,NA
small_airport,4705,NA
small_airport,4711,NA
small_airport,4750,NA
small_airport,5922,NA
small_airport,4954,NA
small_airport,5085,NA
closed,5532,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
heliport,126,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,6283,NA
closed,200,NA
heliport,164,NA
heliport,578,NA
closed,NA,NA
closed,NA,NA
closed,244,NA
small_airport,187,NA
heliport,1379,NA
closed,6283,NA
heliport,2181,NA
heliport,220,NA
closed,2383,NA
closed,2355,NA
small_airport,948,NA
closed,1010,NA
closed,338,NA
closed,199,NA
small_airport,1196,NA
small_airport,892,NA
closed,NA,NA
closed,13,NA
closed,11,NA
closed,265,NA
closed,4413,NA
closed,538,NA
closed,2887,NA
small_airport,2874,NA
closed,158,NA
closed,223,NA
small_airport,267,NA
closed,1703,NA
closed,NA,NA
small_airport,12,NA
closed,16,NA
closed,354,NA
heliport,940,NA
small_airport,944,NA
small_airport,779,NA
heliport,859,NA
closed,87,NA
small_airport,2066,NA
small_airport,2307,NA
heliport,270,NA
small_airport,5082,NA
small_airport,1821,NA
closed,12963,NA
small_airport,2133,NA
small_airport,2126,NA
small_airport,2232,NA
small_airport,3226,NA
closed,3862,NA
small_airport,5125,NA
closed,4973,NA
small_airport,482,NA
heliport,NA,NA
closed,4795,NA
small_airport,7618,NA
seaplane_base,781,NA
heliport,17,NA
small_airport,898,NA
small_airport,143,NA
small_airport,1025,NA
heliport,619,NA
closed,132,NA
small_airport,5015,NA
small_airport,5023,NA
closed,66,NA
closed,302,NA
closed,299,NA
small_airport,1829,NA
small_airport,2025,NA
closed,2109,NA
small_airport,2201,NA
closed,3413,NA
small_airport,2082,NA
closed,3964,NA
heliport,4114,NA
closed,4173,NA
closed,627,NA
small_airport,510,NA
closed,787,NA
closed,892,NA
closed,741,NA
closed,836,NA
small_airport,699,NA
closed,160,NA
closed,659,NA
small_airport,54,NA
small_airport,5230,NA
small_airport,5013,NA
small_airport,948,NA
small_airport,971,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,480,NA
closed,590,NA
small_airport,954,NA
closed,1112,NA
small_airport,715,NA
small_airport,770,NA
closed,1366,NA
heliport,125,NA
closed,NA,NA
closed,7070,NA
small_airport,1020,NA
closed,45,NA
closed,5832,NA
closed,2516,NA
closed,69,NA
small_airport,4642,NA
small_airport,560,NA
small_airport,4705,NA
small_airport,5089,NA
small_airport,83,NA
heliport,1447,NA
closed,531,NA
closed,285,NA
closed,167,NA
small_airport,4567,NA
small_airport,804,NA
small_airport,6649,NA
closed,153,NA
small_airport,113,NA
heliport,NA,NA
closed,5787,NA
closed,340,NA
closed,6089,NA
closed,6657,NA
closed,3850,NA
closed,67,NA
closed,2,NA
small_airport,4259,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,4209,NA
small_airport,4262,NA
small_airport,5217,NA
small_airport,4281,NA
closed,4764,NA
heliport,4747,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,207,NA
closed,210,NA
heliport,1432,NA
heliport,2094,NA
heliport,315,NA
closed,110,NA
closed,64,NA
heliport,61,NA
closed,780,NA
small_airport,900,NA
small_airport,13,NA
small_airport,1070,NA
closed,24,NA
heliport,4892,NA
closed,4951,NA
closed,665,NA
closed,2391,NA
closed,6075,NA
closed,3977,NA
closed,5270,NA
closed,4887,NA
heliport,619,NA
small_airport,4724,NA
small_airport,4938,NA
closed,3069,NA
small_airport,3076,NA
closed,5190,NA
closed,443,NA
closed,505,NA
heliport,193,NA
heliport,515,NA
closed,2550,NA
closed,3018,NA
heliport,5100,NA
small_airport,1240,NA
heliport,3605,NA
heliport,4938,NA
heliport,787,NA
heliport,831,NA
small_airport,1119,NA
small_airport,1149,NA
closed,1233,NA
closed,1122,NA
closed,23,NA
closed,92,NA
closed,755,NA
closed,1370,NA
small_airport,1272,NA
closed,1703,NA
closed,693,NA
closed,1795,NA
small_airport,165,NA
small_airport,1542,NA
small_airport,8,NA
small_airport,7521,NA
heliport,516,NA
closed,1050,NA
heliport,4253,NA
heliport,600,NA
closed,1588,NA
small_airport,135,NA
closed,92,NA
small_airport,62,NA
small_airport,1644,NA
closed,1442,NA
small_airport,1987,NA
small_airport,394,NA
small_airport,2350,NA
closed,NA,NA
heliport,491,NA
closed,456,NA
closed,501,NA
closed,484,NA
heliport,1874,NA
heliport,90,NA
heliport,347,NA
heliport,1008,NA
closed,840,NA
heliport,923,NA
heliport,72,NA
small_airport,291,NA
small_airport,328,NA
closed,313,NA
heliport,111,NA
heliport,117,NA
heliport,1272,NA
heliport,372,NA
small_airport,1444,NA
small_airport,1245,NA
heliport,2043,NA
closed,2611,NA
closed,2628,NA
closed,2629,NA
closed,2859,NA
closed,3204,NA
closed,2725,NA
small_airport,4718,NA
heliport,1007,NA
heliport,511,NA
heliport,2684,NA
heliport,2236,NA
closed,630,NA
heliport,805,NA
closed,496,NA
heliport,460,NA
small_airport,6000,NA
small_airport,6911,NA
closed,846,NA
heliport,1398,NA
small_airport,1551,NA
heliport,957,NA
heliport,897,NA
heliport,164,NA
small_airport,588,NA
closed,341,NA
small_airport,350,NA
closed,241,NA
heliport,430,NA
small_airport,492,NA
small_airport,2380,NA
closed,2435,NA
closed,166,NA
small_airport,165,NA
heliport,65,NA
small_airport,2313,NA
heliport,977,NA
heliport,1026,NA
closed,37,NA
heliport,671,NA
heliport,315,NA
heliport,706,NA
heliport,860,NA
closed,885,NA
closed,3752,NA
closed,3786,NA
heliport,1647,NA
small_airport,683,NA
closed,1103,NA
heliport,2561,NA
small_airport,3150,NA
small_airport,66,NA
heliport,NA,NA
small_airport,26,NA
heliport,41,NA
closed,7,NA
closed,7,NA
seaplane_base,60,NA
small_airport,2454,NA
heliport,5,NA
heliport,83,NA
heliport,87,NA
heliport,207,NA
small_airport,1391,NA
heliport,NA,NA
heliport,431,NA
small_airport,5,NA
heliport,17,NA
small_airport,51,NA
small_airport,151,NA
small_airport,136,NA
small_airport,1935,NA
small_airport,1929,NA
heliport,17,NA
small_airport,1000,NA
closed,2920,NA
closed,1647,NA
heliport,2147,NA
small_airport,958,NA
heliport,785,NA
small_airport,638,NA
heliport,991,NA
small_airport,295,NA
heliport,24,NA
heliport,1825,NA
heliport,5564,NA
small_airport,365,NA
heliport,1395,NA
heliport,1290,NA
heliport,799,NA
heliport,565,NA
closed,517,NA
heliport,757,NA
heliport,6296,NA
heliport,474,NA
closed,1355,NA
closed,3424,NA
closed,3262,NA
small_airport,2966,NA
small_airport,2762,NA
closed,2789,NA
closed,807,NA
small_airport,745,NA
heliport,325,NA
small_airport,2548,NA
small_airport,1200,NA
heliport,652,NA
heliport,1339,NA
heliport,1339,NA
small_airport,806,NA
small_airport,1085,NA
small_airport,1100,NA
heliport,749,NA
heliport,192,NA
small_airport,1086,NA
heliport,643,NA
closed,2540,NA
heliport,435,NA
heliport,2860,NA
heliport,5778,NA
heliport,4816,NA
small_airport,752,NA
heliport,578,NA
heliport,2345,NA
heliport,566,NA
heliport,705,NA
closed,1380,NA
small_airport,1307,NA
heliport,1191,NA
closed,4,NA
heliport,1184,NA
heliport,9137,NA
heliport,3376,NA
heliport,7159,NA
small_airport,5903,NA
heliport,9167,NA
small_airport,5082,NA
small_airport,23,NA
small_airport,6234,NA
small_airport,4354,NA
small_airport,151,NA
small_airport,614,NA
heliport,2416,NA
heliport,238,NA
small_airport,1329,NA
small_airport,1835,NA
closed,2864,NA
closed,2642,NA
closed,2632,NA
heliport,240,NA
heliport,912,NA
heliport,2451,NA
closed,4360,NA
closed,369,NA
small_airport,1115,NA
heliport,1582,NA
small_airport,1093,NA
closed,2884,NA
small_airport,3018,NA
small_airport,2973,NA
closed,935,NA
closed,3002,NA
closed,797,NA
heliport,3180,NA
closed,4964,NA
heliport,5089,NA
heliport,209,NA
small_airport,2179,NA
closed,2624,NA
heliport,29,NA
closed,320,NA
small_airport,913,NA
small_airport,2179,NA
closed,5449,NA
closed,2585,NA
closed,4241,NA
closed,4060,NA
closed,4020,NA
closed,4080,NA
small_airport,5951,NA
closed,4803,NA
closed,3796,NA
small_airport,1171,NA
small_airport,1145,NA
closed,7058,NA
closed,424,NA
closed,429,NA
closed,1443,NA
heliport,1511,NA
small_airport,700,NA
heliport,1151,NA
small_airport,716,NA
small_airport,680,NA
small_airport,1289,NA
heliport,71,NA
small_airport,686,NA
heliport,999,NA
heliport,568,NA
closed,930,NA
heliport,4313,NA
closed,952,NA
small_airport,63,NA
closed,1078,NA
closed,1099,NA
closed,1299,NA
closed,1198,NA
closed,610,NA
heliport,620,NA
heliport,689,NA
heliport,707,NA
closed,695,NA
small_airport,2280,NA
small_airport,1148,NA
heliport,8435,NA
closed,6917,NA
small_airport,5833,NA
small_airport,414,NA
closed,751,NA
heliport,4954,NA
closed,NA,NA
closed,4224,NA
closed,2062,NA
closed,921,NA
closed,1928,NA
heliport,1,NA
closed,2,NA
closed,10,NA
closed,2466,NA
closed,15,NA
closed,3704,NA
closed,-55,NA
closed,4213,NA
small_airport,3814,NA
small_airport,3853,NA
small_airport,700,NA
small_airport,980,NA
small_airport,110,NA
small_airport,2838,NA
small_airport,50,NA
closed,2762,NA
closed,3131,NA
closed,3135,NA
closed,5719,NA
small_airport,5971,NA
closed,2062,NA
small_airport,2053,NA
small_airport,5990,NA
small_airport,2518,NA
closed,2321,NA
small_airport,6371,NA
closed,5433,NA
closed,138,NA
small_airport,3832,NA
closed,1571,NA
small_airport,711,NA
closed,666,NA
heliport,2257,NA
heliport,8865,NA
heliport,43,NA
closed,4239,NA
closed,3907,NA
small_airport,3700,NA
heliport,5070,NA
closed,277,NA
small_airport,928,NA
closed,1742,NA
small_airport,1766,NA
small_airport,1283,NA
closed,57,NA
closed,20,NA
closed,10,NA
closed,3375,NA
closed,4511,NA
closed,4442,NA
closed,12,NA
closed,532,NA
small_airport,2147,NA
small_airport,4590,NA
closed,141,NA
heliport,5820,NA
closed,5673,NA
closed,2261,NA
closed,4112,NA
closed,4108,NA
small_airport,4250,NA
closed,27,NA
closed,1160,NA
closed,812,NA
small_airport,61,NA
heliport,2602,NA
small_airport,4833,NA
small_airport,4223,NA
small_airport,4248,NA
small_airport,7244,NA
small_airport,6698,NA
small_airport,7262,NA
small_airport,8328,NA
small_airport,4465,NA
small_airport,7512,NA
small_airport,7484,NA
small_airport,7605,NA
small_airport,8543,NA
closed,5062,NA
small_airport,4537,NA
small_airport,4833,NA
small_airport,5020,NA
closed,56,NA
heliport,2753,NA
small_airport,5436,NA
closed,736,NA
small_airport,5315,NA
small_airport,1580,NA
closed,1633,NA
closed,2105,NA
closed,404,NA
small_airport,2956,NA
closed,3704,NA
small_airport,912,NA
closed,6453,NA
closed,5047,NA
closed,1073,NA
small_airport,2946,NA
small_airport,2940,NA
closed,44,NA
closed,940,NA
closed,1206,NA
closed,1099,NA
small_airport,3222,NA
small_airport,4268,NA
closed,4503,NA
closed,-170,NA
closed,4539,NA
small_airport,966,NA
small_airport,966,NA
small_airport,958,NA
closed,3057,NA
closed,1890,NA
closed,1572,NA
closed,2329,NA
heliport,1850,NA
heliport,2129,NA
closed,2897,NA
small_airport,4173,NA
small_airport,1765,NA
closed,1841,NA
closed,2613,NA
closed,3076,NA
closed,3081,NA
heliport,666,NA
small_airport,3353,NA
small_airport,2585,NA
small_airport,1995,NA
small_airport,3015,NA
closed,3322,NA
closed,3907,NA
closed,3684,NA
closed,2900,NA
closed,4066,NA
small_airport,1010,NA
small_airport,1288,NA
small_airport,1260,NA
heliport,922,NA
heliport,1022,NA
heliport,256,NA
heliport,1966,NA
heliport,617,NA
heliport,895,NA
heliport,476,NA
heliport,476,NA
heliport,1060,NA
small_airport,1650,NA
closed,1896,NA
small_airport,40,NA
heliport,459,NA
small_airport,576,NA
small_airport,750,NA
small_airport,1415,NA
heliport,736,NA
heliport,NA,NA
closed,NA,NA
closed,203,NA
small_airport,7566,NA
small_airport,7582,NA
small_airport,982,NA
small_airport,1196,NA
small_airport,223,NA
small_airport,35,NA
heliport,4575,NA
heliport,7918,NA
closed,283,NA
heliport,245,NA
small_airport,1307,NA
heliport,291,NA
closed,143,NA
closed,372,NA
heliport,935,NA
heliport,773,NA
heliport,582,NA
heliport,1397,NA
small_airport,626,NA
heliport,100,NA
small_airport,695,NA
heliport,35,NA
small_airport,420,NA
heliport,156,NA
heliport,56,NA
heliport,75,NA
heliport,31,NA
closed,34,NA
heliport,37,NA
closed,31,NA
heliport,306,NA
small_airport,1731,NA
