type,elevation_ft,iata_code
heliport,1085,NA
heliport,490,NA
heliport,406,NA
heliport,310,NA
heliport,231,NA
heliport,319,NA
heliport,241,NA
heliport,181,NA
heliport,260,NA
heliport,46,NA
heliport,367,NA
heliport,26,NA
heliport,171,NA
heliport,703,NA
heliport,676,NA
heliport,3,NA
heliport,225,NA
heliport,67,NA
heliport,12,NA
heliport,240,NA
heliport,115,NA
heliport,4816,NA
heliport,1839,NA
heliport,1606,NA
heliport,3056,NA
heliport,1352,NA
heliport,100,NA
heliport,240,NA
heliport,1910,NA
heliport,1230,NA
heliport,2062,NA
heliport,88,NA
heliport,42,NA
heliport,200,NA
heliport,12,NA
heliport,331,NA
heliport,165,NA
heliport,90,NA
heliport,135,NA
heliport,41,NA
heliport,230,NA
heliport,22,NA
heliport,160,NA
heliport,180,NA
heliport,113,NA
heliport,400,NA
heliport,1006,NA
heliport,3537,NA
heliport,104,NA
heliport,196,NA
heliport,1035,NA
heliport,158,NA
heliport,90,NA
heliport,282,NA
heliport,470,NA
heliport,470,NA
heliport,245,NA
heliport,141,NA
small_airport,26,NA
heliport,128,NA
heliport,103,NA
heliport,270,NA
heliport,476,NA
large_airport,35,MWX
medium_airport,39,KWJ
medium_airport,29,KUV
small_airport,23,NA
heliport,NA,NA
small_airport,96,CHN
medium_airport,53,RSU
heliport,4616,NA
medium_airport,35,KAG
heliport,NA,NA
medium_airport,329,WJU
medium_airport,241,YNY
large_airport,118,CJU
medium_airport,1171,JDG
small_airport,8,CHF
large_airport,6,PUS
heliport,233,NA
medium_airport,25,HIN
medium_airport,45,USN
heliport,206,NA
small_airport,287,NA
small_airport,92,NA
heliport,130,NA
heliport,174,NA
small_airport,230,NA
small_airport,400,NA
small_airport,255,NA
small_airport,65,NA
small_airport,64,NA
heliport,1424,NA
heliport,155,NA
medium_airport,51,NA
heliport,193,NA
large_airport,23,ICN
heliport,3878,NA
medium_airport,92,SSN
heliport,NA,NA
medium_airport,38,OSN
heliport,299,NA
large_airport,59,GMP
small_airport,NA,NA
heliport,141,NA
heliport,820,NA
medium_airport,88,SWU
heliport,216,NA
heliport,67,NA
small_airport,16,QDY
heliport,151,NA
small_airport,258,NA
medium_airport,70,KPO
medium_airport,281,JWO
small_airport,191,UJN
medium_airport,116,TAE
small_airport,39,HMY
small_airport,492,NA
medium_airport,191,CJJ
heliport,NA,NA
medium_airport,354,YEC
small_airport,82,NA
small_airport,104,NA
heliport,388,NA
small_airport,362,RKY
small_airport,1855,RLP
small_airport,302,RMP
small_airport,947,NA
small_airport,1207,NA
small_airport,1380,NA
small_airport,498,NA
small_airport,2483,NA
small_airport,1716,NA
small_airport,640,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,1736,NA
small_airport,1762,NA
small_airport,66,NA
small_airport,NA,NA
small_airport,NA,NA
closed,513,NA
small_airport,NA,NA
small_airport,292,NA
heliport,1778,NA
small_airport,168,NA
small_airport,404,NA
small_airport,2958,NA
small_airport,2457,NA
small_airport,NA,NA
small_airport,2198,NA
small_airport,762,NA
small_airport,945,NA
small_airport,2185,NA
small_airport,NA,NA
heliport,NA,NA
heliport,3399,NA
small_airport,919,NA
small_airport,374,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,30,NA
heliport,194,NA
heliport,3,NA
heliport,3,NA
heliport,3,NA
heliport,1,NA
small_airport,43,NA
closed,6,NA
heliport,23,NA
small_airport,300,NA
small_airport,667,NA
small_airport,659,NA
small_airport,415,NA
small_airport,285,NA
small_airport,1010,NA
small_airport,1010,NA
small_airport,265,NA
heliport,NA,NA
small_airport,12,NA
small_airport,200,NA
small_airport,992,NA
small_airport,975,NA
small_airport,170,NA
small_airport,921,NA
small_airport,815,NA
small_airport,2170,NA
small_airport,1475,NA
small_airport,335,NA
heliport,NA,NA
heliport,314,NA
small_airport,282,NA
small_airport,413,NA
small_airport,NA,NA
heliport,659,NA
small_airport,627,NA
heliport,292,NA
small_airport,108,NA
heliport,1749,NA
heliport,266,NA
closed,794,NA
closed,1742,NA
closed,902,NA
closed,1371,NA
small_airport,686,NA
closed,194,NA
small_airport,190,NA
small_airport,NA,NA
heliport,210,NA
heliport,230,NA
closed,200,NA
closed,902,NA
small_airport,15,NA
small_airport,475,NA
small_airport,472,NA
small_airport,1480,NA
closed,1239,NA
small_airport,1020,NA
small_airport,266,NA
closed,1103,NA
small_airport,1808,NA
small_airport,1877,NA
small_airport,331,NA
small_airport,315,NA
closed,308,NA
closed,1450,NA
small_airport,1076,NA
small_airport,430,NA
small_airport,364,NA
small_airport,1617,NA
small_airport,817,NA
closed,1985,NA
small_airport,574,NA
closed,289,NA
closed,254,NA
closed,NA,NA
closed,NA,NA
heliport,26,NA
heliport,31,NA
large_airport,12,OKA
small_airport,184,NA
large_airport,143,DNA
medium_airport,102,ISG
medium_airport,23,UEO
small_airport,156,KJP
medium_airport,167,MMD
medium_airport,150,MMY
small_airport,38,AGJ
medium_airport,246,IEJ
small_airport,43,HTR
medium_airport,80,KTD
medium_airport,54,SHI
medium_airport,36,TRA
medium_airport,52,RNJ
medium_airport,247,NA
medium_airport,70,OGN
small_airport,13,NA
small_airport,16,NA
small_airport,1011,NA
small_airport,16,NA
small_airport,NA,ENI
small_airport,92,NA
medium_airport,64,SFS
medium_airport,484,CRK
small_airport,25,BSI
medium_airport,148,LLC
medium_airport,25,LAO
small_airport,36,NA
medium_airport,319,DRP
large_airport,75,MNL
small_airport,52,NA
small_airport,NA,CYU
small_airport,NA,NA
small_airport,NA,NA
medium_airport,8,SGL
medium_airport,328,NA
medium_airport,43,LBX
small_airport,200,NA
small_airport,102,NA
small_airport,6,NA
small_airport,120,NA
medium_airport,659,AAV
medium_airport,28,NA
medium_airport,189,CBO
large_airport,96,DVO
medium_airport,141,BXU
medium_airport,12,BPH
medium_airport,12,DPL
medium_airport,53,CGM
small_airport,1300,IGN
medium_airport,118,JOL
small_airport,601,NA
small_airport,27,MLP
medium_airport,15,TWT
medium_airport,75,OZC
medium_airport,5,PAG
medium_airport,156,MXI
medium_airport,505,GES
medium_airport,20,SUG
small_airport,NA,CDY
small_airport,NA,IPE
medium_airport,16,TDG
small_airport,NA,NA
medium_airport,190,CGY
medium_airport,33,ZAM
small_airport,10,IAO
small_airport,60,NA
small_airport,80,RZP
small_airport,328,NA
small_airport,7,NA
medium_airport,42,TAG
small_airport,24,SWL
small_airport,NA,NA
medium_airport,4251,BAG
medium_airport,10,DTE
small_airport,NA,NA
small_airport,151,NA
small_airport,7,NA
medium_airport,14,SJI
small_airport,11,NA
small_airport,200,NA
small_airport,11,NA
small_airport,1220,NA
medium_airport,13,MBO
medium_airport,142,WNP
medium_airport,291,BSO
small_airport,NA,NA
small_airport,16,NA
medium_airport,108,BQA
medium_airport,13,SFE
medium_airport,70,TUG
small_airport,3937,NA
medium_airport,121,VRC
medium_airport,32,MRQ
small_airport,20,NA
medium_airport,200,CYZ
small_airport,820,NA
small_airport,237,RPV
medium_airport,10,TAC
medium_airport,82,BCD
medium_airport,12,CYP
medium_airport,15,DGT
medium_airport,7,MPH
medium_airport,6,CRM
small_airport,7,NA
small_airport,12,NA
medium_airport,27,ILO
medium_airport,49,MBT
medium_airport,14,KLO
small_airport,17,NA
large_airport,31,CEB
medium_airport,83,OMC
medium_airport,71,PPS
small_airport,NA,NA
medium_airport,10,RXS
medium_airport,23,EUQ
medium_airport,10,TBH
medium_airport,148,USU
small_airport,7,BPA
small_airport,NA,NA
small_airport,36,NA
small_airport,39,RRM
small_airport,246,NA
closed,929,NA
small_airport,257,NA
closed,3314,NA
small_airport,NA,NA
small_airport,260,NA
small_airport,223,NA
closed,NA,NA
heliport,584,NA
small_airport,276,NA
small_airport,240,NA
small_airport,240,NA
small_airport,246,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,1778,NA
heliport,2215,NA
closed,1886,NA
heliport,1385,NA
heliport,1551,NA
heliport,1230,NA
heliport,330,NA
heliport,653,NA
heliport,666,NA
heliport,719,NA
small_airport,988,NA
small_airport,512,NA
closed,NA,NA
small_airport,240,NA
small_airport,253,NA
heliport,633,NA
heliport,265,NA
small_airport,876,NA
small_airport,213,NA
closed,275,NA
seaplane_base,NA,RSE
medium_airport,140,RSI
medium_airport,60,NA
closed,505,NA
small_airport,469,NA
closed,676,NA
closed,751,NA
small_airport,2280,NA
closed,741,NA
medium_airport,2500,NA
closed,699,NA
medium_airport,568,NA
closed,10,NA
closed,427,NA
closed,2201,NA
medium_airport,390,NA
medium_airport,591,NA
large_airport,636,NA
closed,NA,NA
medium_airport,505,NA
small_airport,400,NA
closed,814,NA
small_airport,210,NA
small_airport,449,NA
medium_airport,2201,NA
heliport,NA,NA
closed,347,NA
small_airport,10,NA
medium_airport,164,NA
small_airport,NA,NA
closed,NA,NA
closed,502,NA
closed,869,NA
small_airport,427,NA
small_airport,98,NA
medium_airport,1470,NA
small_airport,69,NA
closed,154,NA
closed,607,NA
small_airport,489,NA
closed,194,NA
small_airport,253,NA
medium_airport,525,NA
small_airport,551,NA
closed,266,NA
heliport,787,NA
closed,394,NA
small_airport,299,NA
closed,518,NA
medium_airport,108,NA
closed,551,NA
closed,2136,NA
closed,98,NA
small_airport,2290,NA
closed,105,NA
small_airport,1634,TKM
closed,328,NA
small_airport,299,NA
closed,538,NA
medium_airport,131,NA
heliport,135,NA
small_airport,NA,NA
closed,102,NA
medium_airport,220,NA
medium_airport,131,NA
closed,253,NA
closed,154,NA
small_airport,10,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,886,NA
small_airport,125,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,98,NA
small_airport,371,NA
closed,NA,NA
small_airport,NA,NA
small_airport,245,NA
closed,59,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,296,NA
small_airport,NA,NA
closed,431,NA
small_airport,NA,NA
closed,102,NA
medium_airport,66,NOI
medium_airport,105,NA
closed,NA,NA
closed,NA,NA
small_airport,365,NA
small_airport,NA,NA
small_airport,360,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,1530,NA
small_airport,-66,NA
closed,NA,NA
small_airport,135,NA
small_airport,NA,NA
small_airport,1585,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,718,NA
closed,272,NA
small_airport,NA,NA
small_airport,510,NA
small_airport,750,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,217,NA
closed,NA,NA
medium_airport,140,NA
small_airport,NA,NA
closed,NA,NA
medium_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,420,NA
medium_airport,328,NA
small_airport,NA,NA
heliport,23,NA
small_airport,NA,NA
small_airport,380,NA
small_airport,2020,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,40,NA
heliport,NA,NA
heliport,NA,NA
medium_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,476,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,253,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,449,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,397,NA
small_airport,NA,NA
heliport,565,NA
heliport,NA,NA
seaplane_base,NA,NA
small_airport,681,NA
heliport,130,NA
closed,NA,NA
closed,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,148,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,492,NA
small_airport,82,NA
closed,16,NA
heliport,98,NA
closed,98,NA
closed,131,NA
small_airport,NA,NA
medium_airport,151,NA
small_airport,630,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
medium_airport,249,NA
small_airport,797,NA
small_airport,410,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
heliport,604,NA
small_airport,NA,NA
closed,NA,NA
small_airport,404,NA
closed,NA,NA
small_airport,673,NA
small_airport,NA,NA
closed,NA,NA
small_airport,689,NA
small_airport,NA,NA
closed,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,551,NA
small_airport,NA,NA
small_airport,NA,NA
medium_airport,692,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,432,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,480,NA
heliport,NA,NA
heliport,NA,NA
small_airport,794,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,614,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,429,NA
heliport,446,NA
heliport,411,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,56,NA
closed,NA,NA
heliport,NA,NA
heliport,562,NA
small_airport,NA,NA
medium_airport,499,NA
closed,492,NA
small_airport,NA,NA
small_airport,16,NA
heliport,NA,NA
small_airport,172,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,269,NA
small_airport,240,NA
small_airport,485,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
medium_airport,-66,NA
medium_airport,NA,NA
small_airport,NA,NA
small_airport,400,NA
small_airport,190,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,475,NA
small_airport,300,NA
small_airport,427,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,131,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
medium_airport,121,NA
closed,NA,NA
small_airport,315,NA
closed,461,NA
closed,398,NA
small_airport,NA,NA
small_airport,200,NA
closed,NA,NA
small_airport,NA,NA
small_airport,1365,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,594,NA
small_airport,885,NA
closed,1332,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,1067,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,45,NA
small_airport,39,NA
heliport,NA,NA
closed,350,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,323,NA
small_airport,362,NA
seaplane_base,NA,NA
heliport,NA,NA
closed,NA,NA
medium_airport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,499,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,4921,NA
medium_airport,50,NA
small_airport,-72,NA
small_airport,-72,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,546,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,140,NA
closed,NA,NA
closed,605,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,102,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,486,NA
closed,NA,NA
closed,214,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,2702,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
closed,2816,NA
heliport,686,NA
closed,325,NA
heliport,45,NA
small_airport,92,NA
closed,12,NA
small_airport,150,NA
heliport,15,NA
closed,235,NA
closed,50,NA
closed,50,NA
closed,60,NA
closed,85,NA
small_airport,164,NA
closed,NA,NA
small_airport,240,NA
closed,299,NA
small_airport,NA,NA
heliport,481,NA
small_airport,1426,NA
small_airport,1350,NA
small_airport,1725,NA
small_airport,70,NA
small_airport,NA,NA
small_airport,1388,NA
small_airport,1347,NA
closed,732,NA
small_airport,733,NA
small_airport,763,NA
small_airport,694,NA
small_airport,590,NA
small_airport,161,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,998,NA
small_airport,1258,NA
small_airport,861,NA
small_airport,NA,NA
small_airport,538,MJY
small_airport,NA,NA
small_airport,601,NA
small_airport,0,NA
heliport,240,NA
small_airport,NA,NA
closed,144,NA
heliport,134,NA
heliport,407,NA
heliport,419,NA
seaplane_base,NA,NA
closed,517,NA
closed,348,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
closed,712,NA
closed,NA,NA
small_airport,NA,NA
closed,141,NA
small_airport,906,NA
closed,498,NA
small_airport,NA,NA
small_airport,361,NA
closed,510,NA
closed,300,NA
closed,489,NA
closed,223,NA
closed,150,NA
closed,140,NA
closed,597,NA
closed,500,NA
closed,340,NA
closed,410,NA
closed,340,NA
closed,500,NA
closed,445,NA
closed,400,NA
closed,575,NA
closed,430,NA
closed,410,NA
small_airport,656,NA
closed,595,NA
closed,525,NA
small_airport,676,NA
closed,735,NA
closed,794,NA
small_airport,102,NA
closed,98,NA
small_airport,1121,NA
closed,98,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,-5,NA
small_airport,NA,NA
small_airport,1150,NA
small_airport,890,NA
small_airport,NA,NA
small_airport,20,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,33,NA
heliport,23,NA
heliport,NA,NA
closed,NA,NA
heliport,NA,NA
small_airport,180,NA
small_airport,147,NA
small_airport,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,3,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,375,NA
small_airport,NA,NA
heliport,17,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
closed,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
heliport,57,NA
closed,NA,NA
closed,NA,NA
small_airport,295,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
closed,36,NA
small_airport,850,NA
closed,62,NA
closed,56,NA
closed,NA,NA
closed,NA,NA
small_airport,203,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,469,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,66,NA
closed,16,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,79,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,269,NA
heliport,NA,NA
heliport,NA,NA
heliport,53,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
small_airport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,889,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
small_airport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,16,NA
closed,74,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
heliport,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,NA,NA
small_airport,NA,NA
closed,312,NA
small_airport,295,NA
closed,NA,NA
heliport,NA,NA
closed,NA,NA
closed,NA,NA
closed,3,NA
closed,297,NA
closed,317,NA
closed,1401,NA
small_airport,250,NA
small_airport,NA,NA
closed,89,NA
small_airport,617,NA
small_airport,NA,NA
small_airport,269,NA
